,transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
3254,Manual,Maruti,2021,635000.0,Petrol,5.0,30000.0,First Owner,1197,81.8,21.01,Delhi
3255,Manual,Jeep,2018,1110000.0,Diesel,5.0,67000.0,First Owner,1956,170.0,17.1,Delhi
3256,Manual,Hyundai,2016,450000.0,Petrol,5.0,86183.0,First Owner,1197,82.0,18.9,Delhi
3257,Manual,Toyota,2013,260000.0,Diesel,5.0,70000.0,First Owner,1364,67.04,23.59,Delhi
3258,Manual,Maruti,2013,346000.0,Petrol,5.0,88991.0,First Owner,1197,88.5,22.38,Delhi
3259,Automatic,BMW,2019,5260000.0,Diesel,5.0,18000.0,Second Owner,1995,187.74,16.55,Delhi
3260,Automatic,Jeep,2019,1475000.0,Petrol,5.0,55000.0,First Owner,1368,160.77,14.1,Delhi
3261,Manual,Maruti,2021,479000.0,CNG,4.0,62657.0,First Owner,998,58.33,31.2,Delhi
3262,Automatic,Renault,2017,300000.0,Petrol,5.0,16452.0,First Owner,999,67.0,24.04,Delhi
3263,Automatic,Mercedes-Benz,2017,2475000.0,Petrol,5.0,40000.0,Second Owner,1991,183.0,15.04,Delhi
3264,Manual,Tata,2022,740000.0,CNG,5.0,31029.0,First Owner,1199,72.0,26.49,Delhi
3265,Manual,Maruti,2018,450000.0,Petrol,5.0,40000.0,Second Owner,1197,81.8,22.0,Delhi
3266,Manual,Hyundai,2014,403000.0,Petrol,5.0,46724.0,Second Owner,1197,82.85,18.5,Delhi
3267,Automatic,Mercedes-Benz,2011,750000.0,Petrol,5.0,86000.0,First Owner,1991,184.0,14.74,Delhi
3268,Manual,Mahindra,2015,800000.0,Diesel,7.0,40000.0,First Owner,2179,140.0,16.0,Delhi
3269,Automatic,Toyota,2015,1425000.0,Petrol,5.0,80000.0,First Owner,2494,157.7,19.16,Delhi
3270,Automatic,Toyota,2015,1425000.0,Petrol,5.0,70000.0,First Owner,2494,157.7,19.16,Delhi
3271,Manual,Honda,2016,660000.0,Petrol,5.0,60000.0,First Owner,1497,117.3,17.4,Delhi
3272,Manual,Maruti,2009,150000.0,Petrol,5.0,60000.0,First Owner,1061,67.0,18.9,Delhi
3274,Manual,Maruti,2015,220000.00000000003,Diesel,5.0,80000.0,Fourth Owner,793,47.0,27.62,Delhi
3275,Automatic,Ford,2019,2800000.0,Diesel,7.0,90000.0,First Owner,3198,197.0,10.91,Delhi
3277,Automatic,Mercedes-Benz,2013,1125000.0,Diesel,5.0,73000.0,First Owner,2143,203.0,14.21,Delhi
3278,Manual,Honda,2017,686000.0,Petrol,5.0,85482.0,First Owner,1199,88.7,17.5,Delhi
3279,Automatic,Mercedes-Benz,2016,2300000.0,Petrol,5.0,54500.0,Second Owner,1991,375.48,12.33,Delhi
3280,Manual,Maruti,2016,260000.0,CNG,5.0,60000.0,Second Owner,998,58.2,31.79,Delhi
3281,Manual,Hyundai,2017,798000.0,Petrol,5.0,89581.0,First Owner,1591,121.3,17.01,Delhi
3282,Automatic,Skoda,2014,275000.0,Petrol,5.0,110000.0,Second Owner,1598,103.6,14.3,Delhi
3283,Automatic,Mercedes-Benz,2016,4890000.0,Diesel,7.0,79500.0,First Owner,2987,258.0,11.0,Delhi
3285,Automatic,Honda,2016,1450000.0,Petrol,5.0,28000.0,First Owner,1997,153.86,13.7,Delhi
3286,Manual,Maruti,2018,787000.0,Diesel,5.0,66175.0,First Owner,1248,88.5,24.3,Delhi
3288,Manual,Tata,2017,484999.99999999994,Petrol,5.0,47001.0,First Owner,1199,84.0,20.3,Delhi
3289,Automatic,Toyota,2016,1714999.9999999998,Diesel,7.0,145000.0,First Owner,2755,174.5,15.04,Delhi
3290,Automatic,Mercedes-Benz,2021,6100000.0,Petrol,5.0,19000.0,First Owner,1991,194.44,15.0,Delhi
3291,Automatic,Audi,2015,1200000.0,Diesel,5.0,43600.0,Second Owner,1968,174.33,17.11,Delhi
3292,Manual,Hyundai,2016,425000.0,Petrol,5.0,63521.0,First Owner,1197,82.0,25.0,Delhi
3293,Manual,Maruti,2021,700000.0,Petrol,5.0,18021.0,First Owner,1197,88.5,22.41,Delhi
3294,Manual,Maruti,2008,61000.0,Petrol,5.0,90000.0,First Owner,1061,64.0,17.3,Delhi
3295,Automatic,Mercedes-Benz,2021,2.45,Diesel,5.0,38000.0,First Owner,2925,281.61,8.13,Delhi
3296,Manual,Ford,2021,711000.0,Petrol,5.0,39076.0,First Owner,1194,94.93,18.5,Delhi
3297,Automatic,Mercedes-Benz,2020,5250000.0,Petrol,5.0,36000.0,First Owner,1991,197.0,12.74,Delhi
3298,Manual,Maruti,2018,423000.00000000006,CNG,5.0,106848.0,First Owner,998,55.92,35.6,Delhi
3299,Manual,Toyota,2017,1500000.0,Diesel,7.0,105000.0,First Owner,2393,147.51,13.68,Delhi
3300,Automatic,Mini,2020,4450000.0,Petrol,4.0,6500.0,Second Owner,1998,189.08,16.72,Delhi
3301,Manual,Hyundai,2010,140000.0,Petrol,5.0,111237.0,Second Owner,1197,78.9,20.36,Delhi
3302,Automatic,Volkswagen,2018,715000.0,Petrol,5.0,70000.0,Second Owner,1197,103.5,17.21,Delhi
3303,Automatic,Volvo,2015,1075000.0,Diesel,7.0,95000.0,Second Owner,2400,200.0,11.1,Delhi
3304,Manual,Nissan,2022,836999.9999999999,Petrol,5.0,13278.0,First Owner,999,71.02,18.75,Delhi
3306,Manual,Nissan,2022,894000.0,Petrol,5.0,12255.0,First Owner,999,98.63,20.0,Delhi
3307,Automatic,Mercedes-Benz,2017,6250000.0,Petrol,7.0,68000.0,First Owner,2996,333.0,8.9,Delhi
3308,Manual,Tata,2019,950000.0,Diesel,7.0,67000.0,First Owner,2179,153.86,17.6,Delhi
3309,Manual,Maruti,2019,650000.0,Diesel,5.0,37000.0,First Owner,1248,74.0,27.39,Delhi
3310,Automatic,Mercedes-Benz,2020,4399000.0,Petrol,5.0,8000.0,First Owner,1950,201.15,11.9,Delhi
3311,Manual,Maruti,2017,595000.0,Diesel,5.0,54000.0,First Owner,1248,88.5,23.65,Delhi
3312,Manual,Honda,2014,499000.0,Diesel,5.0,120000.0,First Owner,1498,98.6,25.1,Delhi
3313,Manual,Maruti,2010,150000.0,Petrol,5.0,70000.0,Second Owner,1298,85.8,17.5,Delhi
3314,Automatic,Mercedes-Benz,2022,6300000.0,Petrol,5.0,17000.0,First Owner,1991,197.0,12.74,Delhi
3315,Automatic,Mercedes-Benz,2016,5200000.0,Diesel,7.0,45000.0,First Owner,2987,258.0,11.0,Delhi
3316,Manual,Maruti,2018,459000.0,Petrol,5.0,19717.0,First Owner,998,65.71,25.24,Delhi
3317,Automatic,BMW,2021,5190000.0,Petrol,5.0,20000.0,First Owner,1998,254.79,15.3,Delhi
3318,Manual,Maruti,2017,332000.0,Petrol,5.0,35495.0,First Owner,998,65.71,24.39,Delhi
3319,Automatic,Mercedes-Benz,2016,2190000.0,Petrol,5.0,25000.0,Second Owner,1991,183.0,13.7,Delhi
3320,Automatic,Jeep,2018,1550000.0,Petrol,5.0,27401.0,First Owner,1368,160.77,16.0,Delhi
3321,Manual,Maruti,2019,426999.99999999994,Petrol,5.0,15981.0,First Owner,998,65.71,21.7,Delhi
3324,Manual,Hyundai,2011,183000.0,Petrol,5.0,73052.0,First Owner,1197,78.9,20.36,Delhi
3325,Automatic,Honda,2014,571000.0,Petrol,5.0,61000.0,First Owner,1497,117.3,18.0,Delhi
3326,Manual,Tata,2021,806000.0,Petrol,5.0,15036.0,First Owner,1199,86.63,20.09,Delhi
3327,Automatic,BMW,2015,1700000.0,Diesel,5.0,94000.0,First Owner,1995,187.74,20.37,Delhi
3328,Manual,Hyundai,2018,525000.0,Petrol,5.0,39000.0,First Owner,1197,81.86,20.14,Delhi
3329,Manual,Mahindra,2016,250000.0,Petrol,6.0,90000.0,Third Owner,1198,82.0,18.15,Delhi
3330,Manual,Skoda,2011,120000.0,Petrol,5.0,90000.0,First Owner,1198,73.9,16.25,Delhi
3331,Automatic,Mercedes-Benz,2017,5550000.0,Diesel,7.0,44000.0,Second Owner,2987,258.0,11.0,Delhi
3332,Manual,Maruti,2006,60000.0,Petrol,5.0,120000.0,Second Owner,998,67.1,18.9,Delhi
3333,Manual,Renault,2018,265000.0,Petrol,5.0,30000.0,First Owner,799,53.3,25.17,Delhi
3334,Automatic,Volvo,2021,6150000.0,Petrol,5.0,4900.0,First Owner,1969,250.0,11.2,Delhi
3335,Automatic,Mini,2015,1975000.0,Petrol,5.0,36000.0,Second Owner,1598,98.0,19.23,Delhi
3336,Manual,Maruti,2022,519000.00000000006,Petrol,5.0,4975.0,First Owner,1197,81.8,20.89,Delhi
3337,Manual,Maruti,2014,249000.00000000003,CNG,5.0,48000.0,Second Owner,796,47.3,30.46,Delhi
3338,Manual,Renault,2021,558000.0,Petrol,7.0,36758.0,First Owner,999,71.01,20.0,Delhi
3339,Automatic,BMW,2022,5590000.0,Petrol,5.0,3500.0,First Owner,1998,254.79,15.3,Delhi
3340,Automatic,Renault,2022,1025000.0,Petrol,5.0,10000.0,First Owner,999,98.63,18.24,Delhi
3341,Manual,Nissan,2021,698000.0,Petrol,5.0,61882.0,First Owner,999,71.02,18.75,Delhi
3342,Manual,Volkswagen,2011,275000.0,Petrol,5.0,66000.0,First Owner,1198,75.0,17.0,Delhi
3343,Automatic,Land,2018,3950000.0,Petrol,7.0,46000.0,First Owner,1997,237.36,12.81,Delhi
3344,Manual,Maruti,2021,524000.0,Petrol,5.0,6088.0,First Owner,1197,81.8,20.89,Delhi
3345,Automatic,Hyundai,2018,675000.0,Petrol,5.0,23000.0,First Owner,1197,81.86,17.4,Delhi
3346,Manual,Maruti,2018,546000.0,Petrol,5.0,41732.0,First Owner,1197,83.1,21.4,Delhi
3347,Automatic,BMW,2018,3685000.0,Diesel,5.0,55000.0,Second Owner,1995,187.74,22.48,Delhi
3348,Manual,Maruti,2019,775000.0,Diesel,5.0,51000.0,First Owner,1248,88.5,24.3,Delhi
3349,Manual,Hyundai,2015,245000.00000000003,Petrol,5.0,38000.0,First Owner,814,55.2,21.1,Delhi
3350,Manual,Mahindra,2016,1000000.0,Diesel,7.0,60000.0,First Owner,2179,140.0,16.0,Delhi
3351,Automatic,Mercedes-Benz,2016,3090000.0,Diesel,5.0,75000.0,First Owner,2143,201.15,17.9,Delhi
3352,Automatic,Audi,2014,1300000.0,Diesel,5.0,92000.0,Third Owner,1968,174.3,14.16,Delhi
3353,Manual,Honda,2009,95000.0,Petrol,5.0,90000.0,Third Owner,1198,9066.0,16.0,Delhi
3354,Automatic,Audi,2013,1300000.0,Diesel,5.0,92000.0,Second Owner,1968,174.3,14.16,Delhi
3355,Manual,Hyundai,2019,595000.0,Petrol,5.0,49010.0,First Owner,1197,81.83,18.6,Delhi
3356,Manual,Maruti,2019,592000.0,Petrol,5.0,26089.0,First Owner,1197,83.1,21.4,Delhi
3357,Manual,Mahindra,2014,520000.0,Diesel,7.0,54000.0,First Owner,2179,120.0,15.4,Delhi
3358,Manual,Maruti,2018,352000.0,Petrol,5.0,37302.0,First Owner,998,65.71,24.39,Delhi
3359,Automatic,Mercedes-Benz,2018,2550000.0,Diesel,5.0,42000.0,Second Owner,2143,136.0,17.9,Delhi
3360,Automatic,Maruti,2021,890000.0,Petrol,5.0,37000.0,First Owner,1197,83.1,21.4,Delhi
3361,Manual,Maruti,2015,258000.0,Petrol,5.0,36483.0,First Owner,796,47.33,22.05,Delhi
3362,Automatic,Hyundai,2015,775000.0,Petrol,5.0,62000.0,First Owner,1999,149.92,14.62,Delhi
3363,Manual,Hyundai,2019,1095000.0,Petrol,5.0,38010.0,First Owner,1591,121.3,15.8,Delhi
3364,Automatic,Maruti,2018,475000.0,Petrol,5.0,35123.0,Second Owner,998,67.04,23.1,Delhi
3365,Automatic,Honda,2016,800000.0,Petrol,5.0,43000.0,First Owner,1497,117.3,18.0,Delhi
3366,Manual,Ford,2019,738000.0,Diesel,5.0,25154.0,Second Owner,1498,98.96,23.0,Delhi
3367,Automatic,BMW,2020,5600000.0,Diesel,5.0,10000.0,First Owner,1995,187.74,20.37,Delhi
3368,Automatic,Tata,2021,1850000.0,Diesel,5.0,30600.0,Second Owner,1956,167.67,14.6,Delhi
3369,Manual,Hyundai,2020,775000.0,Petrol,5.0,55000.0,First Owner,1197,81.86,17.52,Delhi
3371,Automatic,Mercedes-Benz,2017,4950000.0,Diesel,7.0,80000.0,Second Owner,2987,258.0,11.0,Delhi
3372,Automatic,Hyundai,2013,575000.0,Petrol,5.0,76000.0,First Owner,1797,147.5,14.5,Delhi
3373,Automatic,Honda,2018,675000.0,Petrol,5.0,58000.0,First Owner,1199,88.76,18.3,Delhi
3374,Automatic,Kia,2020,1650000.0,Petrol,5.0,34000.0,First Owner,1353,138.0,16.2,Delhi
3375,Automatic,Audi,2019,6675000.0,Diesel,7.0,25000.0,First Owner,2967,245.0,14.75,Delhi
3376,Manual,Maruti,2017,568000.0,Petrol,5.0,25367.0,First Owner,1197,83.1,21.4,Delhi
3377,Automatic,Mercedes-Benz,2016,2350000.0,Petrol,5.0,29000.0,First Owner,1991,183.0,15.04,Delhi
3378,Manual,Maruti,2017,548000.0,Petrol,5.0,27240.0,First Owner,1197,83.1,21.4,Delhi
3379,Automatic,Mercedes-Benz,2015,5150000.0,Petrol,5.0,55000.0,First Owner,4663,453.26,7.81,Delhi
3381,Manual,Maruti,2016,503000.0,Petrol,5.0,20755.0,Second Owner,1197,83.1,21.4,Delhi
3384,Manual,Maruti,2014,379000.0,Petrol,5.0,56722.0,First Owner,1197,81.8,22.0,Delhi
3385,Automatic,Honda,2013,925000.0,Petrol,5.0,81000.0,Second Owner,2354,158.8,11.1,Delhi
3386,Manual,Maruti,2011,197000.0,Petrol,5.0,55566.0,First Owner,998,66.1,19.0,Delhi
3387,Automatic,Audi,2020,4825000.0,Petrol,5.0,5500.0,First Owner,1984,241.3,14.11,Delhi
3389,Automatic,Hyundai,2023,1650000.0,Petrol,5.0,950.0,First Owner,1482,157.57,20.6,Delhi
3390,Manual,Mahindra,2017,540000.0,Diesel,7.0,71000.0,First Owner,1493,70.0,16.5,Delhi
3391,Manual,Toyota,2019,1839999.9999999998,Diesel,8.0,28000.0,First Owner,2393,147.8,13.68,Delhi
3392,Manual,Hyundai,2018,885000.0,Petrol,5.0,35000.0,First Owner,1591,121.3,17.0,Delhi
3393,Automatic,Jeep,2020,1800000.0,Petrol,5.0,80000.0,First Owner,1368,159.74,14.01,Delhi
3394,Automatic,Maruti,2016,600000.0,Petrol,5.0,60000.0,Second Owner,1373,91.1,19.12,Delhi
3395,Manual,Mahindra,2021,965000.0,Petrol,5.0,12710.0,First Owner,1197,108.6,17.0,Delhi
3396,Manual,Maruti,2011,208000.0,Petrol,5.0,64694.0,First Owner,998,67.1,18.9,Delhi
3397,Automatic,BMW,2019,2650000.0,Diesel,5.0,67510.0,Second Owner,1995,190.0,22.69,Delhi
3398,Manual,Hyundai,2018,528000.0,Petrol,5.0,21867.0,First Owner,1197,81.86,18.9,Delhi
3399,Automatic,BMW,2022,8765000.0,Diesel,5.0,18000.0,Second Owner,2998,261.49,13.38,Delhi
3400,Automatic,Audi,2018,2175000.0,Petrol,5.0,78010.0,First Owner,1395,150.0,19.2,Delhi
3401,Manual,Tata,2021,555000.0,Petrol,5.0,36247.0,First Owner,1199,84.82,20.09,Delhi
3402,Automatic,Jeep,2022,6200000.0,Petrol,5.0,3106.0,First Owner,1998,268.0,12.1,Delhi
3403,Automatic,Mercedes-Benz,2020,5175000.0,Petrol,5.0,40000.0,Second Owner,1991,197.0,12.74,Delhi
3404,Manual,Maruti,2019,622000.0,Petrol,5.0,55566.0,First Owner,1197,81.8,21.01,Delhi
3405,Automatic,Mercedes-Benz,2016,1975000.0,Petrol,5.0,91000.0,First Owner,1991,183.0,15.04,Delhi
3406,Manual,Nissan,2021,733000.0,Petrol,5.0,46318.0,First Owner,999,71.02,18.75,Delhi
3407,Manual,Maruti,2023,1075000.0,Petrol,5.0,7359.0,First Owner,1462,103.25,20.65,Delhi
3409,Automatic,BMW,2020,3100000.0,Diesel,5.0,22060.0,First Owner,1995,188.0,17.05,Delhi
3410,Automatic,BMW,2017,3100000.0,Petrol,5.0,68060.0,First Owner,1998,248.0,15.34,Delhi
3411,Manual,Maruti,2017,699000.0,Diesel,5.0,27000.0,First Owner,1248,88.5,24.3,Delhi
3412,Manual,Hyundai,2010,80000.0,Petrol,5.0,53000.0,Second Owner,1495,94.0,13.2,Delhi
3413,Manual,Honda,2013,250000.0,Diesel,5.0,50000.0,First Owner,1498,98.6,25.8,Delhi
3414,Manual,Toyota,2010,240000.0,CNG,5.0,120000.0,Fourth Owner,1798,138.0,14.53,Delhi
3415,Automatic,Mercedes-Benz,2020,3965000.0,Diesel,5.0,15000.0,First Owner,1950,194.0,12.6,Delhi
3416,Manual,Honda,2015,578000.0,Petrol,5.0,99373.0,First Owner,1497,117.3,17.4,Delhi
3417,Manual,Ford,2016,265000.0,Diesel,5.0,120000.0,First Owner,1498,98.59,22.77,Delhi
3418,Manual,Maruti,2017,306000.0,Petrol,5.0,11815.0,First Owner,796,47.33,22.05,Delhi
3419,Manual,Maruti,2016,549000.0,Petrol,5.0,39412.0,First Owner,1197,81.8,21.21,Delhi
3420,Manual,Maruti,2016,450000.0,Petrol,5.0,60000.0,Second Owner,1197,83.1,21.4,Delhi
3421,Manual,Maruti,2018,536000.0,Petrol,5.0,33015.0,First Owner,1197,88.5,22.38,Delhi
3422,Manual,Honda,2012,235000.0,Petrol,5.0,44371.0,Second Owner,1198,86.8,19.4,Delhi
3424,Manual,Maruti,2013,304000.0,Petrol,5.0,39045.0,First Owner,998,67.1,18.9,Delhi
3425,Manual,Hyundai,2013,295000.0,Petrol,5.0,49000.0,First Owner,1086,68.05,19.81,Delhi
3426,Automatic,Honda,2021,1296000.0,Petrol,5.0,7936.0,First Owner,1498,119.35,18.3,Delhi
3427,Automatic,Audi,2014,1075000.0,Diesel,5.0,66000.0,Second Owner,1968,174.33,17.68,Delhi
3428,Manual,Hyundai,2016,295000.0,Petrol,5.0,65739.0,First Owner,814,55.2,21.1,Delhi
3429,Automatic,Maruti,2016,425000.0,Petrol,5.0,52407.0,First Owner,998,67.04,23.1,Delhi
3430,Automatic,Hyundai,2011,350000.0,Petrol,5.0,30000.0,First Owner,1197,78.9,16.95,Delhi
3431,Automatic,BMW,2018,4375000.0,Diesel,5.0,48000.0,First Owner,2993,261.49,17.42,Delhi
3432,Manual,Maruti,2013,275000.0,Petrol,5.0,86816.0,First Owner,998,67.05,21.79,Delhi
3433,Manual,Toyota,2015,415000.00000000006,Petrol,5.0,63000.0,First Owner,1197,78.9,17.71,Delhi
3434,Manual,Tata,2018,465000.00000000006,Petrol,5.0,67000.0,First Owner,1199,84.0,23.84,Delhi
3435,Automatic,Audi,2014,975000.0,Diesel,5.0,59000.0,Second Owner,1968,174.33,17.11,Delhi
3436,Manual,Hyundai,2016,545000.0,Petrol,5.0,68838.0,First Owner,1197,81.83,18.6,Delhi
3437,Manual,Hyundai,2017,509999.99999999994,Petrol,5.0,46835.0,First Owner,1197,81.86,18.9,Delhi
3438,Automatic,Honda,2022,1403000.0,Petrol,5.0,5242.0,Second Owner,1498,119.35,18.3,Delhi
3439,Manual,Maruti,2022,749000.0,Petrol,5.0,17457.0,First Owner,1197,88.5,22.35,Delhi
3440,Manual,Honda,2015,434999.99999999994,Petrol,5.0,62789.0,First Owner,1198,86.7,18.0,Delhi
3441,Automatic,Maruti,2016,346000.0,Petrol,5.0,33618.0,First Owner,998,67.05,23.95,Delhi
3442,Manual,Honda,2010,204999.99999999997,Petrol,5.0,75946.0,First Owner,1497,1186600.0,17.0,Delhi
3443,Manual,Toyota,2013,969999.9999999999,Diesel,7.0,230000.0,First Owner,2982,168.5,13.0,Delhi
3444,Manual,Maruti,2013,256999.99999999997,Petrol,5.0,87208.0,First Owner,998,67.04,20.51,Delhi
3445,Manual,Datsun,2016,275000.0,Petrol,5.0,42736.0,First Owner,999,67.0,22.5,Delhi
3446,Manual,Toyota,2011,229000.0,Petrol,5.0,55556.0,First Owner,1496,88.73,17.6,Delhi
3447,Manual,Maruti,2023,1250000.0,Petrol,5.0,2054.0,First Owner,1462,101.65,17.38,Delhi
3448,Automatic,Mercedes-Benz,2023,7750000.0,Petrol,5.0,1700.0,First Owner,1991,194.44,15.0,Delhi
3449,Automatic,Kia,2021,1725000.0,Petrol,5.0,30120.0,First Owner,1353,138.08,16.5,Delhi
3450,Manual,Hyundai,2011,349000.0,Petrol,5.0,32000.0,First Owner,1591,121.3,17.1,Delhi
3453,Manual,Honda,2017,699000.0,Petrol,5.0,70000.0,First Owner,1497,117.3,17.8,Delhi
3454,Automatic,Toyota,2014,1275000.0,Diesel,7.0,85000.0,First Owner,2982,168.5,12.55,Delhi
3455,Automatic,Maruti,2019,565000.0,Petrol,5.0,40000.0,First Owner,1197,81.8,21.5,Delhi
3456,Manual,Maruti,2019,722000.0,Petrol,5.0,14163.0,First Owner,1197,83.1,21.4,Delhi
3457,Manual,Mahindra,2022,1685000.0000000002,Diesel,4.0,15000.0,First Owner,2184,130.0,15.2,Delhi
3458,Manual,Hyundai,2020,803999.9999999999,Petrol,5.0,4764.0,First Owner,1197,81.86,20.5,Delhi
3459,Automatic,MG,2023,4300000.0,Diesel,7.0,20000.0,First Owner,1996,212.55,12.04,Delhi
3460,Manual,Toyota,2022,2275000.0,Petrol,7.0,7600.0,First Owner,2694,163.6,8.0,Delhi
3461,Automatic,Honda,2016,742000.0,Petrol,5.0,69815.0,First Owner,1497,117.3,18.0,Delhi
3462,Manual,Hyundai,2018,910000.0,Diesel,5.0,82000.0,First Owner,1396,88.7,22.1,Delhi
3463,Automatic,BMW,2021,4000000.0,Petrol,5.0,8400.0,First Owner,1998,257.47,14.82,Delhi
3464,Manual,Maruti,2013,315000.0,Petrol,5.0,75463.0,First Owner,1197,88.5,22.38,Delhi
3465,Manual,Maruti,2013,231000.0,CNG,5.0,66000.0,First Owner,998,67.04,33.54,Delhi
3466,Manual,Maruti,2017,557000.0,Petrol,5.0,22091.0,First Owner,1197,83.1,21.4,Delhi
3467,Automatic,BMW,2019,5775000.0,Diesel,4.0,32000.0,First Owner,2993,261.4,17.09,Delhi
3468,Manual,Hyundai,2012,231000.0,Petrol,5.0,65000.0,Second Owner,1086,68.05,19.81,Delhi
3469,Manual,Tata,2016,369000.0,Petrol,5.0,66000.0,First Owner,1199,84.0,23.84,Delhi
3470,Automatic,BMW,2019,5250000.0,Diesel,5.0,25000.0,First Owner,2993,258.0,15.97,Delhi
3471,Automatic,Ford,2018,2675000.0,Diesel,7.0,110000.0,First Owner,3198,197.0,10.91,Delhi
3473,Manual,Maruti,2021,700000.0,Petrol,5.0,30000.0,First Owner,1197,83.1,21.4,Delhi
3474,Automatic,Kia,2021,1300000.0,Diesel,5.0,47000.0,First Owner,1493,113.42,17.8,Delhi
3475,Automatic,BMW,2023,5490000.0,Diesel,5.0,6000.0,First Owner,1995,147.51,20.37,Delhi
3476,Automatic,Maruti,2020,805000.0000000001,Petrol,5.0,35854.0,Second Owner,1197,83.1,21.4,Delhi
3477,Manual,Tata,2018,735000.0,Petrol,5.0,43623.0,First Owner,1198,108.5,17.0,Delhi
3478,Manual,Toyota,2015,441000.0,Petrol,5.0,64229.0,Second Owner,1496,88.73,16.78,Delhi
3480,Automatic,Ford,2019,2890000.0,Diesel,7.0,59605.0,Second Owner,3198,197.0,10.91,Delhi
3481,Manual,Renault,2019,397000.0,Petrol,5.0,2997.0,First Owner,999,67.0,23.01,Delhi
3482,Manual,Renault,2021,455000.0,Petrol,5.0,9606.0,First Owner,999,67.0,21.74,Delhi
3483,Automatic,Mercedes-Benz,2015,3850000.0,Diesel,5.0,75000.0,First Owner,2987,254.79,13.5,Delhi
3484,Automatic,Honda,2020,713000.0,Petrol,5.0,41898.0,Second Owner,1199,88.76,19.0,Delhi
3485,Manual,Toyota,2021,737000.0,Petrol,5.0,23159.0,First Owner,1197,81.8,21.01,Delhi
3486,Manual,Ford,2016,540000.0,Petrol,5.0,53488.0,First Owner,1499,110.4,15.85,Delhi
3487,Manual,Toyota,2019,1748999.9999999998,Diesel,7.0,29000.0,First Owner,2393,147.51,13.68,Delhi
3488,Automatic,MG,2023,2200000.0,Petrol,6.0,6000.0,First Owner,1451,141.0,12.34,Delhi
3489,Manual,Maruti,2019,627000.0,Petrol,5.0,68192.0,First Owner,1197,81.8,21.21,Delhi
3490,Manual,Kia,2023,1565000.0,Petrol,5.0,600.0,First Owner,1497,113.43,16.8,Delhi
3491,Automatic,Jaguar,2020,4625000.0,Petrol,5.0,13000.0,First Owner,1997,197.0,10.8,Delhi
3492,Manual,Maruti,2018,772000.0,Diesel,5.0,67756.0,First Owner,1248,88.5,24.3,Delhi
3493,Manual,Maruti,2017,587000.0,Diesel,5.0,83811.0,First Owner,1248,88.5,25.1,Delhi
3494,Manual,Maruti,2016,409999.99999999994,CNG,5.0,68000.0,First Owner,998,58.2,31.79,Delhi
3495,Manual,Maruti,2022,699000.0,Petrol,5.0,4100.0,First Owner,1197,88.5,22.38,Delhi
3496,Manual,Maruti,2020,642000.0,Petrol,5.0,46243.0,First Owner,1197,81.8,21.21,Delhi
3497,Automatic,Mercedes-Benz,2014,2700000.0,Petrol,4.0,37000.0,First Owner,3498,306.0,9.26,Delhi
3498,Automatic,Nissan,2015,366000.0,Petrol,5.0,52123.0,Second Owner,1198,76.0,19.34,Delhi
3499,Automatic,Mercedes-Benz,2016,4950000.0,Diesel,7.0,66000.0,Second Owner,2987,258.0,11.0,Delhi
3500,Manual,Hyundai,2015,447000.0,Petrol,5.0,23690.0,First Owner,1197,81.86,18.9,Delhi
3501,Manual,Maruti,2016,262000.0,Petrol,5.0,70879.0,First Owner,796,47.33,22.05,Delhi
3502,Manual,Volkswagen,2012,265000.0,Petrol,5.0,42000.0,First Owner,1198,73.9,16.47,Delhi
3503,Automatic,Jaguar,2018,3875000.0,Diesel,5.0,56000.0,Second Owner,1999,177.0,16.38,Delhi
3504,Manual,Honda,2017,761000.0,Petrol,5.0,12651.0,Second Owner,1497,117.3,17.8,Delhi
3505,Manual,Honda,2016,430000.0,Petrol,5.0,61000.0,First Owner,1198,86.7,17.8,Delhi
3506,Manual,Maruti,2018,401000.0,CNG,5.0,98705.0,First Owner,998,55.92,35.6,Delhi
3507,Automatic,Kia,2020,2950000.0,Diesel,7.0,62000.0,First Owner,2199,197.26,14.11,Delhi
3508,Manual,Honda,2014,380000.0,Petrol,5.0,28000.0,First Owner,1198,86.7,18.0,Delhi
3509,Manual,Mahindra,2020,825000.0,Diesel,7.0,36000.0,First Owner,1493,70.0,16.5,Delhi
3510,Manual,Maruti,2017,635000.0,Diesel,5.0,32000.0,First Owner,1248,74.02,28.4,Delhi
3511,Automatic,BMW,2017,2250000.0,Diesel,5.0,38000.0,First Owner,1995,188.0,20.68,Delhi
3512,Manual,Maruti,2017,340000.0,Petrol,5.0,33000.0,First Owner,998,67.1,23.95,Delhi
3513,Automatic,Hyundai,2018,950000.0,Diesel,5.0,68045.0,First Owner,1582,126.2,22.0,Delhi
3516,Manual,Maruti,2018,392000.0,Petrol,5.0,19765.0,First Owner,998,67.04,20.51,Delhi
3517,Manual,Mahindra,2021,1205000.0,Petrol,5.0,7076.0,First Owner,1197,108.62,16.82,Delhi
3518,Manual,Honda,2017,743000.0,Petrol,5.0,30560.0,First Owner,1497,117.3,17.8,Delhi
3520,Manual,Maruti,2018,484999.99999999994,CNG,5.0,47944.0,First Owner,998,58.33,31.79,Delhi
3521,Automatic,Hyundai,2016,878999.9999999999,Petrol,5.0,78550.0,First Owner,1591,121.3,13.0,Delhi
