,transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
3522,Automatic,Hyundai,2017,1050000.0,Petrol,5.0,65000.0,First Owner,1999,152.88,12.95,Delhi
3523,Automatic,Kia,2022,1980000.0,Diesel,5.0,32000.0,First Owner,1493,113.43,18.0,Delhi
3524,Manual,Honda,2017,462000.0,Petrol,5.0,58996.0,Second Owner,1199,88.76,19.5,Delhi
3525,Automatic,Jaguar,2018,2650000.0,Diesel,5.0,34000.0,Second Owner,1999,177.0,13.5,Delhi
3526,Manual,Hyundai,2015,509000.0,Petrol,5.0,59537.0,Second Owner,1197,81.83,18.6,Delhi
3527,Manual,Maruti,2022,530000.0,Petrol,5.0,9314.0,First Owner,998,67.05,21.79,Delhi
3529,Manual,Honda,2014,310000.0,Petrol,5.0,41684.0,First Owner,1199,88.76,18.6,Delhi
3530,Automatic,Audi,2011,700000.0,Petrol,5.0,70000.0,Third Owner,1781,163.2,12.3,Delhi
3531,Manual,Toyota,2016,440000.00000000006,Petrol,5.0,51607.0,First Owner,1197,78.9,18.16,Delhi
3532,Manual,Tata,2015,400000.0,Diesel,5.0,90000.0,First Owner,1248,88.7,20.65,Delhi
3533,Automatic,Kia,2020,3050000.0,Diesel,7.0,30000.0,First Owner,2199,197.26,14.11,Delhi
3534,Manual,Mahindra,2022,1575000.0,Diesel,4.0,40000.0,First Owner,2184,130.0,15.2,Delhi
3536,Manual,Maruti,2013,360000.0,Petrol,5.0,97672.0,First Owner,1197,88.5,22.38,Delhi
3537,Manual,Hyundai,2014,360000.0,Petrol,5.0,90000.0,Third Owner,1591,121.3,17.01,Delhi
3538,Manual,Nissan,2015,344000.0,Petrol,5.0,68740.0,Second Owner,1198,75.0,18.06,Delhi
3539,Automatic,Mercedes-Benz,2018,3565000.0,Petrol,5.0,37000.0,First Owner,1991,184.0,14.74,Delhi
3540,Manual,Maruti,2017,600000.0,Diesel,5.0,40000.0,First Owner,1248,88.5,28.09,Delhi
3541,Manual,Honda,2015,340000.0,Petrol,5.0,86245.0,Second Owner,1198,86.7,18.0,Delhi
3542,Automatic,Volkswagen,2016,675000.0,Petrol,5.0,40000.0,Second Owner,1197,103.5,17.21,Delhi
3543,Automatic,BMW,2020,4375000.0,Petrol,5.0,15000.0,Second Owner,1998,248.0,15.34,Delhi
3544,Manual,Maruti,2016,294000.0,Petrol,5.0,60896.0,Second Owner,796,47.33,22.05,Delhi
3545,Manual,Honda,2013,375000.0,Petrol,5.0,60000.0,First Owner,1497,116.3,16.8,Delhi
3546,Automatic,Maruti,2021,801000.0,Petrol,5.0,18340.0,Second Owner,1197,88.5,22.61,Delhi
3547,Automatic,Jeep,2022,2900000.0,Diesel,5.0,20000.0,First Owner,1956,167.67,14.9,Delhi
3548,Automatic,Hyundai,2017,800000.0,Diesel,5.0,70000.0,Second Owner,1582,126.2,17.01,Delhi
3549,Manual,Maruti,2015,313000.0,CNG,5.0,75000.0,First Owner,998,67.04,33.54,Delhi
3550,Manual,Honda,2017,509999.99999999994,Petrol,5.0,40000.0,First Owner,1199,88.7,17.5,Delhi
3551,Automatic,Audi,2014,1125000.0,Diesel,5.0,57000.0,Second Owner,1968,174.33,15.73,Delhi
3552,Manual,Maruti,2016,455000.0,Petrol,5.0,48000.0,First Owner,1197,83.1,21.4,Delhi
3553,Manual,Honda,2011,300000.0,Petrol,5.0,120000.0,First Owner,1497,1186600.0,17.0,Delhi
3554,Automatic,Ford,2017,725000.0,Petrol,5.0,25000.0,First Owner,1496,120.69,14.7,Delhi
3555,Automatic,Toyota,2021,2325000.0,Diesel,7.0,29000.0,First Owner,2393,148.0,12.0,Delhi
3556,Manual,Ford,2019,515000.00000000006,Diesel,5.0,63176.0,First Owner,1498,99.0,25.83,Delhi
3557,Automatic,Audi,2021,4000000.0,Petrol,5.0,24000.0,First Owner,1998,187.74,17.42,Delhi
3558,Manual,Renault,2020,418000.0,Petrol,5.0,22820.0,First Owner,999,67.0,21.74,Delhi
3560,Manual,Hyundai,2009,200000.0,Petrol,5.0,30000.0,First Owner,1197,78.9,20.36,Delhi
3561,Automatic,Maruti,2017,685000.0,Petrol,5.0,74538.0,First Owner,1197,81.8,21.21,Delhi
3562,Automatic,Mercedes-Benz,2019,3600000.0,Petrol,5.0,40000.0,First Owner,1991,245.0,11.5,Delhi
3563,Manual,Maruti,2018,289000.0,Petrol,5.0,45399.0,First Owner,796,47.33,22.05,Delhi
3564,Manual,Volkswagen,2018,610000.0,Petrol,5.0,24940.0,Second Owner,999,75.0,19.44,Delhi
3565,Automatic,Hyundai,2019,1400000.0,Diesel,5.0,22000.0,First Owner,1582,126.2,17.01,Delhi
3566,Manual,Honda,2014,323000.0,Petrol,5.0,98681.0,First Owner,1198,86.7,18.0,Delhi
3568,Manual,Maruti,2017,525000.0,Petrol,5.0,40000.0,First Owner,1197,81.8,21.01,Delhi
3569,Manual,Honda,2018,725000.0,Diesel,5.0,58000.0,First Owner,1498,98.6,25.5,Delhi
3570,Manual,Hyundai,2015,425000.0,Diesel,5.0,75000.0,First Owner,1396,88.73,22.54,Delhi
3571,Manual,Ford,2014,350000.0,Diesel,5.0,76000.0,First Owner,1498,89.84,22.7,Delhi
3572,Automatic,Renault,2017,325000.0,Petrol,5.0,60000.0,First Owner,999,67.0,24.04,Delhi
3573,Automatic,Honda,2016,675000.0,Petrol,5.0,58000.0,First Owner,1497,117.3,18.0,Delhi
3574,Manual,Volkswagen,2013,415000.00000000006,Petrol,5.0,80000.0,Second Owner,1390,120.3,14.69,Delhi
3575,Automatic,Volvo,2018,3875000.0,Diesel,5.0,20000.0,First Owner,1969,190.0,18.0,Delhi
3576,Manual,Maruti,2017,589000.0,Petrol,5.0,42841.0,First Owner,1197,83.1,21.4,Delhi
3577,Manual,Maruti,2017,650000.0,Diesel,5.0,67000.0,First Owner,1248,88.5,24.3,Delhi
3578,Manual,Maruti,2020,1027000.0,Petrol,6.0,26000.0,First Owner,1462,103.2,19.01,Delhi
3579,Manual,Maruti,2017,375000.0,Petrol,5.0,40000.0,First Owner,998,67.1,18.9,Delhi
3580,Manual,Mahindra,2019,1300000.0,Diesel,7.0,60000.0,First Owner,2179,152.87,15.1,Delhi
3581,Manual,Hyundai,2015,902999.9999999999,Petrol,5.0,37140.0,Second Owner,1591,121.3,17.01,Delhi
3582,Manual,Maruti,2018,350000.0,CNG,5.0,120000.0,First Owner,998,58.33,31.79,Delhi
3583,Automatic,Toyota,2018,2850000.0,Diesel,7.0,74000.0,First Owner,2755,174.5,12.9,Delhi
3584,Manual,Hyundai,2021,903999.9999999999,Petrol,5.0,16430.0,First Owner,1197,81.8,21.0,Delhi
3585,Manual,Toyota,2022,950000.0,Petrol,5.0,10000.0,First Owner,1462,103.26,17.03,Delhi
3586,Automatic,Honda,2017,949000.0,Petrol,5.0,63054.0,First Owner,1497,117.6,18.0,Delhi
3587,Automatic,Skoda,2022,3900000.0,Petrol,5.0,12000.0,First Owner,1984,187.74,15.1,Delhi
3588,Automatic,Mercedes-Benz,2022,7400000.0,Diesel,5.0,13000.0,First Owner,1950,191.76,16.1,Delhi
3589,Automatic,Hyundai,2018,1099000.0,Diesel,5.0,32000.0,Second Owner,1582,126.2,17.01,Delhi
3591,Automatic,Mercedes-Benz,2017,6475000.0,Petrol,2.0,7023.0,First Owner,2996,362.07,19.0,Delhi
3594,Automatic,Mercedes-Benz,2020,4250000.0,Petrol,5.0,11000.0,First Owner,1950,201.15,11.9,Delhi
3595,Manual,Maruti,2017,422000.0,Petrol,5.0,50629.0,First Owner,1197,88.5,22.38,Delhi
3596,Automatic,Maruti,2019,678000.0,Petrol,5.0,63534.0,First Owner,1197,83.1,21.4,Delhi
3597,Manual,Hyundai,2018,300000.0,Petrol,5.0,52000.0,First Owner,998,68.05,20.3,Delhi
3598,Manual,Maruti,2022,496000.0,CNG,4.0,33695.0,First Owner,796,40.36,31.59,Delhi
3599,Automatic,Honda,2015,463000.0,Petrol,5.0,68744.0,First Owner,1199,88.7,19.0,Delhi
3600,Manual,Honda,2013,455000.0,Petrol,5.0,70000.0,First Owner,1497,116.3,16.8,Delhi
3601,Automatic,Tata,2020,751000.0,Petrol,5.0,9540.0,First Owner,1199,83.83,23.84,Delhi
3602,Automatic,Maruti,2017,775000.0,Petrol,5.0,45000.0,First Owner,1373,91.1,19.12,Delhi
3603,Manual,Maruti,2019,678000.0,Petrol,5.0,36861.0,First Owner,1197,83.1,21.4,Delhi
3604,Manual,Ford,2017,550000.0,Petrol,5.0,68000.0,First Owner,1496,120.69,15.9,Delhi
3605,Manual,Maruti,2014,390000.0,Petrol,5.0,68000.0,First Owner,1197,85.8,19.1,Delhi
3606,Manual,Maruti,2015,395000.0,Petrol,5.0,38000.0,First Owner,1197,81.8,21.21,Delhi
3607,Manual,Renault,2017,295000.0,Petrol,5.0,39000.0,First Owner,999,67.0,23.01,Delhi
3608,Manual,Volkswagen,2017,599000.0,Petrol,5.0,40000.0,First Owner,1199,74.0,16.2,Delhi
3609,Automatic,MG,2020,1748999.9999999998,Petrol,6.0,18000.0,First Owner,1451,141.0,11.67,Delhi
3610,Automatic,Maruti,2019,399000.0,Petrol,5.0,60000.0,First Owner,998,67.0,20.51,Delhi
3611,Manual,Ford,2018,449000.0,Diesel,5.0,40000.0,First Owner,1498,99.0,25.83,Delhi
3612,Manual,Maruti,2018,300000.0,Petrol,5.0,68000.0,First Owner,998,67.05,23.95,Delhi
3613,Manual,Maruti,2017,449000.0,Petrol,5.0,40000.0,Second Owner,1197,81.8,20.89,Delhi
3614,Manual,Maruti,2014,295000.0,Petrol,5.0,37000.0,First Owner,998,67.05,21.79,Delhi
3615,Automatic,Maruti,2018,649000.0,Petrol,5.0,21912.0,First Owner,1197,81.8,21.21,Delhi
3616,Manual,Hyundai,2013,274000.0,Petrol,5.0,74564.0,First Owner,1197,78.9,20.36,Delhi
3617,Manual,Maruti,2019,375000.0,Petrol,5.0,48000.0,First Owner,796,47.3,24.7,Delhi
3618,Automatic,Honda,2017,801000.0,Petrol,5.0,96758.0,First Owner,1497,117.3,18.0,Delhi
3619,Manual,Honda,2018,591000.0,Diesel,5.0,60341.0,First Owner,1498,98.6,25.8,Delhi
3620,Manual,Maruti,2017,434000.0,Petrol,5.0,36973.0,First Owner,1197,83.11,20.4,Delhi
3621,Manual,Maruti,2017,699000.0,Diesel,5.0,39000.0,First Owner,1248,88.5,28.09,Delhi
3622,Manual,Maruti,2013,271000.0,Petrol,5.0,52514.0,First Owner,998,67.1,18.9,Delhi
3623,Manual,Maruti,2022,555000.0,Petrol,5.0,13001.0,First Owner,1197,81.8,21.5,Delhi
3624,Manual,Hyundai,2018,825000.0,Diesel,5.0,72000.0,First Owner,1396,88.7,22.1,Delhi
3625,Manual,Ford,2017,599000.0,Petrol,5.0,62000.0,First Owner,1496,120.69,15.9,Delhi
3626,Manual,Toyota,2017,480999.99999999994,Petrol,5.0,34000.0,First Owner,1496,88.73,16.78,Delhi
3627,Manual,Honda,2015,385000.0,Petrol,5.0,67000.0,First Owner,1198,86.7,18.0,Delhi
3628,Manual,Volkswagen,2019,699000.0,Petrol,5.0,45000.0,First Owner,999,75.0,18.78,Delhi
3629,Manual,Maruti,2013,331000.0,Petrol,5.0,64000.0,First Owner,1197,83.14,20.85,Delhi
3630,Manual,Chevrolet,2013,178000.0,Petrol,5.0,58000.0,Second Owner,1199,79.4,18.6,Delhi
3631,Automatic,Hyundai,2017,925000.0,Petrol,5.0,48000.0,Second Owner,1591,121.3,14.8,Delhi
3632,Manual,Maruti,2013,290000.0,Petrol,5.0,70000.0,First Owner,1197,85.8,18.5,Delhi
3633,Automatic,Maruti,2017,570000.0,Petrol,5.0,59863.0,Second Owner,1373,91.1,19.12,Delhi
3634,Manual,Maruti,2022,492000.0,CNG,4.0,18468.0,First Owner,796,40.36,31.59,Delhi
3635,Manual,Ford,2018,530000.0,Petrol,5.0,42173.0,Second Owner,1194,94.68,19.0,Delhi
3636,Automatic,Ford,2015,465000.00000000006,Petrol,5.0,68631.0,Second Owner,1496,120.69,14.7,Delhi
3637,Manual,Maruti,2021,351000.0,Petrol,5.0,18833.0,First Owner,796,47.33,22.05,Delhi
3638,Manual,Maruti,2021,515000.00000000006,Petrol,5.0,55418.0,First Owner,1197,81.8,20.89,Delhi
3639,Manual,Maruti,2013,225000.0,Petrol,5.0,20000.0,First Owner,998,67.04,20.51,Delhi
3640,Manual,Renault,2020,620000.0,Petrol,7.0,53400.0,First Owner,999,71.01,20.0,Delhi
3641,Manual,Renault,2018,349000.0,Petrol,5.0,25000.0,First Owner,999,67.0,23.01,Delhi
3642,Automatic,Jeep,2019,1385000.0,Petrol,5.0,87576.0,First Owner,1368,160.77,14.1,Delhi
3643,Manual,Honda,2014,290000.0,Petrol,5.0,58000.0,First Owner,1198,86.8,19.4,Delhi
3644,Manual,Datsun,2015,285000.0,Petrol,7.0,75000.0,First Owner,1198,67.0,19.44,Delhi
3645,Automatic,Volkswagen,2013,330000.0,Petrol,5.0,69000.0,First Owner,1598,1055250.0,14.8,Delhi
3646,Manual,Mahindra,2015,549000.0,Diesel,6.0,20000.0,First Owner,2498,105.0,16.55,Delhi
3647,Manual,Maruti,2020,365000.0,Petrol,5.0,45000.0,First Owner,796,47.33,22.05,Delhi
3648,Manual,Maruti,2021,650000.0,CNG,5.0,20000.0,First Owner,1197,70.4,26.55,Delhi
3649,Manual,Maruti,2015,449000.0,Diesel,5.0,70000.0,First Owner,1248,88.5,23.65,Delhi
3650,Automatic,Honda,2017,599000.0,Petrol,5.0,72000.0,First Owner,1199,88.7,19.0,Delhi
3652,Manual,Tata,2020,499000.0,Petrol,5.0,25000.0,First Owner,1199,84.82,20.09,Delhi
3654,Automatic,Skoda,2022,1358000.0,Petrol,5.0,11332.0,First Owner,999,113.98,18.07,Delhi
3655,Manual,Maruti,2016,560000.0,Petrol,5.0,25456.0,First Owner,1197,83.1,21.4,Delhi
3656,Manual,Maruti,2013,275000.0,Petrol,5.0,65000.0,Second Owner,998,67.05,21.79,Delhi
3657,Automatic,Honda,2017,586000.0,Petrol,5.0,93616.0,First Owner,1199,88.7,19.0,Delhi
3658,Automatic,Maruti,2017,463000.0,Petrol,5.0,74134.0,First Owner,998,65.71,26.0,Delhi
3659,Automatic,Renault,2018,699000.0,Petrol,5.0,70000.0,First Owner,1498,104.5,14.99,Delhi
3660,Manual,Maruti,2018,593000.0,Diesel,5.0,62411.0,Second Owner,1248,74.0,27.39,Delhi
3661,Automatic,Mercedes-Benz,2012,1050000.0,Petrol,5.0,56000.0,Second Owner,1796,185.0,12.3,Delhi
3662,Manual,Mahindra,2018,567000.0,Diesel,5.0,63661.0,Second Owner,1198,77.0,25.32,Delhi
3664,Manual,Volkswagen,2022,1650000.0,Petrol,5.0,14000.0,First Owner,1498,147.51,17.88,Delhi
3665,Manual,Mahindra,2017,930000.0000000001,Diesel,7.0,70000.0,First Owner,1997,140.0,16.0,Delhi
3666,Manual,Honda,2018,749000.0,Petrol,5.0,50000.0,First Owner,1199,88.7,17.5,Delhi
3667,Manual,Volkswagen,2011,249000.00000000003,Petrol,5.0,74000.0,First Owner,1598,103.6,15.04,Delhi
3668,Manual,Tata,2018,899000.0,Diesel,7.0,70000.0,First Owner,2179,153.86,17.6,Delhi
3669,Manual,Hyundai,2013,225000.0,Petrol,5.0,65000.0,First Owner,1086,68.05,19.81,Delhi
3670,Manual,Maruti,2015,399000.0,Diesel,5.0,40000.0,First Owner,1248,74.0,27.39,Delhi
3671,Manual,Chevrolet,2010,80000.0,Petrol,5.0,60000.0,Third Owner,995,62.0,18.0,Delhi
3672,Automatic,Honda,2010,225000.0,Petrol,5.0,81000.0,Third Owner,1497,1186600.0,16.8,Delhi
3673,Manual,Maruti,2012,137000.0,Petrol,5.0,80000.0,First Owner,796,46.3,19.7,Delhi
3674,Manual,Maruti,2014,389000.0,Diesel,5.0,107539.0,First Owner,1248,74.0,23.4,Delhi
3675,Manual,Maruti,2016,548000.0,Petrol,5.0,52059.0,First Owner,1197,83.1,21.4,Delhi
3676,Manual,MG,2021,1695000.0,Petrol,5.0,70000.0,First Owner,1451,141.0,15.81,Delhi
3677,Manual,Hyundai,2021,874000.0,Petrol,5.0,5732.0,First Owner,1197,81.8,21.0,Delhi
3678,Manual,Honda,2018,596000.0,Petrol,5.0,53034.0,First Owner,1199,88.76,19.5,Delhi
3679,Manual,Honda,2009,179000.0,Petrol,5.0,80000.0,Third Owner,1497,1186600.0,17.0,Delhi
3680,Manual,Maruti,2017,501000.0,Petrol,5.0,66462.0,Second Owner,1197,83.1,21.4,Delhi
3681,Manual,Mahindra,2013,575000.0,Diesel,7.0,70000.0,First Owner,2179,140.0,15.1,Delhi
3682,Manual,Maruti,2017,495000.0,Petrol,5.0,52444.0,First Owner,1197,83.1,21.4,Delhi
3683,Manual,Tata,2014,500000.0,Diesel,7.0,60000.0,First Owner,2179,138.1,14.0,Delhi
3684,Automatic,MG,2019,1500000.0,Petrol,5.0,40000.0,Second Owner,1451,141.0,13.96,Delhi
3685,Manual,Hyundai,2022,725000.0,Petrol,5.0,10000.0,First Owner,1197,81.86,20.7,Delhi
3686,Manual,Toyota,2022,1030000.0000000001,Petrol,5.0,10000.0,First Owner,1462,103.26,17.03,Delhi
3687,Manual,Maruti,2017,650000.0,Diesel,5.0,70000.0,First Owner,1248,88.5,28.09,Delhi
3688,Automatic,Hyundai,2014,450000.0,Petrol,5.0,14000.0,First Owner,1197,82.0,18.9,Delhi
3689,Manual,Ford,2019,689000.0,Diesel,5.0,39500.0,First Owner,1498,98.96,21.7,Delhi
3690,Manual,Skoda,2018,1250000.0,Petrol,5.0,64213.0,First Owner,1395,148.0,16.7,Delhi
3691,Manual,Maruti,2021,310000.0,Petrol,5.0,20000.0,Second Owner,796,47.33,22.05,Delhi
3692,Manual,Kia,2019,1200000.0,Petrol,5.0,60000.0,First Owner,1353,138.08,16.5,Delhi
3693,Manual,Isuzu,2018,1280000.0,Diesel,5.0,120000.0,First Owner,2499,134.0,12.4,Delhi
3694,Manual,Hyundai,2017,451999.99999999994,Petrol,5.0,48768.0,Second Owner,1197,81.86,18.9,Delhi
3695,Manual,Maruti,2020,404000.0,Petrol,5.0,91970.0,Second Owner,998,65.71,25.24,Delhi
3696,Automatic,Kia,2023,2025000.0,Petrol,5.0,7100.0,First Owner,1482,157.81,17.9,Delhi
3697,Manual,Maruti,2016,473000.00000000006,Petrol,5.0,34936.0,First Owner,1197,83.1,21.4,Delhi
3698,Manual,Honda,2011,252000.0,Petrol,5.0,64071.0,Third Owner,1198,88.8,16.7,Delhi
3699,Manual,Honda,2022,950000.0,Petrol,5.0,10000.0,First Owner,1199,88.5,16.5,Delhi
3700,Automatic,Maruti,2018,633000.0,Petrol,5.0,60443.0,First Owner,1197,83.1,21.4,Delhi
3701,Automatic,Honda,2017,875000.0,Petrol,5.0,56000.0,First Owner,1497,117.3,18.0,Delhi
3702,Manual,Maruti,2015,413000.0,Petrol,5.0,10056.0,Second Owner,1197,88.5,22.38,Delhi
3703,Manual,Honda,2020,1100000.0,Petrol,5.0,13000.0,First Owner,1497,117.6,17.4,Delhi
3705,Automatic,Land,2019,4150000.0,Diesel,5.0,53000.0,First Owner,1999,177.0,15.68,Delhi
3706,Manual,Maruti,2012,650000.0,Petrol,5.0,110000.0,Second Owner,2393,163.5,10.4,Delhi
3707,Manual,Maruti,2012,300000.0,Petrol,5.0,60000.0,First Owner,998,67.1,18.9,Delhi
3708,Automatic,Mercedes-Benz,2022,5700000.0,Petrol,5.0,22000.0,First Owner,1496,201.15,16.9,Delhi
3709,Manual,Maruti,2022,713000.0,Petrol,5.0,30000.0,First Owner,1197,88.5,22.38,Delhi
3710,Automatic,Ford,2015,515000.00000000006,Petrol,5.0,90000.0,Second Owner,1499,110.4,15.63,Delhi
3711,Manual,Maruti,2020,600000.0,Petrol,5.0,50000.0,First Owner,1197,81.8,21.01,Delhi
3712,Automatic,Tata,2022,2089999.9999999998,Diesel,5.0,22000.0,First Owner,1956,167.67,14.6,Delhi
3713,Automatic,Maruti,2016,690000.0,Petrol,5.0,48000.0,First Owner,1373,91.1,19.12,Delhi
3714,Manual,Maruti,2016,513000.0,Petrol,5.0,35467.0,First Owner,1197,83.1,21.4,Delhi
3715,Automatic,Hyundai,2017,850000.0,Petrol,5.0,54481.0,First Owner,1591,121.3,17.0,Delhi
3716,Manual,Maruti,2022,835000.0,Petrol,5.0,24000.0,First Owner,1462,101.65,20.15,Delhi
3717,Manual,Hyundai,2017,438999.99999999994,Petrol,5.0,76181.0,First Owner,1197,81.86,18.9,Delhi
3718,Manual,Maruti,2020,720000.0,Petrol,5.0,23842.0,First Owner,1197,81.8,21.01,Delhi
3719,Manual,Maruti,2022,942000.0,Petrol,5.0,20000.0,Second Owner,1462,103.26,17.03,Delhi
3720,Automatic,Honda,2014,538000.0,Petrol,5.0,94407.0,First Owner,1497,117.3,18.0,Delhi
3721,Manual,Hyundai,2009,100000.0,Petrol,5.0,80000.0,First Owner,1495,93.7,16.36,Delhi
3722,Manual,Maruti,2016,491000.0,Petrol,5.0,124245.0,First Owner,1197,83.1,21.4,Delhi
3723,Automatic,Honda,2022,925000.0,Petrol,5.0,5100.0,First Owner,1199,88.5,18.3,Delhi
3724,Manual,Toyota,2022,1060000.0,Petrol,5.0,30000.0,First Owner,1462,103.26,17.03,Delhi
3725,Manual,Toyota,2012,900000.0,Diesel,7.0,120000.0,Second Owner,2982,168.5,13.0,Delhi
3726,Manual,Maruti,2018,670000.0,Diesel,5.0,50000.0,First Owner,1248,88.5,24.3,Delhi
3727,Manual,Ford,2017,500000.0,Petrol,5.0,89698.0,First Owner,999,123.37,18.88,Delhi
3728,Automatic,Audi,2014,1250000.0,Diesel,5.0,18000.0,Second Owner,1968,147.51,16.55,Delhi
3729,Manual,Maruti,2009,110000.00000000001,Petrol,5.0,100000.0,Third Owner,1298,88.2,16.1,Delhi
3730,Manual,Hyundai,2010,150000.0,Petrol,5.0,60000.0,Second Owner,1086,62.1,17.92,Delhi
3731,Automatic,Ford,2019,3200000.0,Diesel,7.0,30000.0,Second Owner,3198,197.0,10.91,Delhi
3732,Manual,Hyundai,2014,240000.0,LPG,5.0,30000.0,First Owner,1086,68.1,19.0,Delhi
3733,Manual,Honda,2014,459999.99999999994,Petrol,5.0,100000.0,Third Owner,1497,117.3,17.4,Delhi
3734,Manual,Hyundai,2016,411000.00000000006,Petrol,5.0,58193.0,First Owner,1197,82.0,18.9,Delhi
3735,Manual,Maruti,2017,480999.99999999994,Petrol,5.0,68621.0,Second Owner,1197,83.1,21.4,Delhi
3736,Manual,Honda,2017,670000.0,Petrol,5.0,50000.0,First Owner,1199,88.7,17.5,Delhi
3737,Manual,Maruti,2020,724000.0,Petrol,5.0,23399.0,First Owner,1197,81.8,21.01,Delhi
3738,Manual,Hyundai,2017,546000.0,Petrol,5.0,60915.0,First Owner,1197,81.86,17.19,Delhi
3739,Manual,Maruti,2018,799000.0,CNG,7.0,44000.0,First Owner,1373,80.46,17.5,Delhi
3740,Manual,Volkswagen,2013,278000.0,Petrol,5.0,101297.0,First Owner,1198,73.9,16.47,Delhi
3741,Automatic,Honda,2023,1575000.0,Petrol,5.0,10000.0,First Owner,1498,119.35,18.4,Delhi
3742,Manual,Honda,2013,261000.0,Petrol,5.0,73883.0,First Owner,1198,86.8,19.4,Delhi
3743,Manual,Tata,2014,415000.00000000006,Diesel,7.0,75000.0,First Owner,2179,138.1,14.0,Delhi
3744,Manual,Mahindra,2018,399000.0,Diesel,5.0,69000.0,First Owner,1198,77.0,25.32,Delhi
3745,Automatic,Hyundai,2011,220000.00000000003,Petrol,5.0,58632.0,First Owner,1197,78.9,16.95,Delhi
3746,Automatic,Honda,2011,330000.0,Petrol,5.0,41352.0,First Owner,1799,130.3,13.9,Delhi
3747,Manual,Maruti,2015,434999.99999999994,Petrol,5.0,37000.0,First Owner,1197,85.8,19.1,Delhi
3749,Automatic,Mahindra,2019,1475000.0,Diesel,7.0,50000.0,First Owner,2179,152.87,15.1,Delhi
3750,Manual,Maruti,2018,450000.0,Petrol,5.0,90000.0,First Owner,1197,81.8,20.89,Delhi
3751,Automatic,Mercedes-Benz,2020,4400000.0,Petrol,5.0,7800.0,First Owner,1950,201.15,11.9,Delhi
3752,Manual,Maruti,2016,380000.0,Diesel,5.0,120000.0,First Owner,1248,74.0,26.59,Delhi
3754,Manual,Maruti,2020,675000.0,Petrol,5.0,59014.0,First Owner,1197,81.8,21.01,Delhi
3755,Automatic,Honda,2017,527000.0,Petrol,5.0,43148.0,First Owner,1198,86.8,16.5,Delhi
3756,Automatic,Ford,2019,2990000.0,Diesel,7.0,79000.0,First Owner,2198,158.0,12.62,Delhi
3757,Manual,Maruti,2015,380000.0,Petrol,5.0,89352.0,First Owner,1197,88.5,22.41,Delhi
3758,Manual,Tata,2021,689000.0,Petrol,5.0,38511.0,First Owner,1199,84.82,19.28,Delhi
3759,Automatic,Mercedes-Benz,2015,2400000.0,Diesel,5.0,54000.0,First Owner,2143,203.2,15.26,Delhi
3760,Manual,Maruti,2016,474000.0,Petrol,5.0,66584.0,First Owner,1197,83.1,21.4,Delhi
3761,Automatic,Ford,2017,2550000.0,Diesel,7.0,48000.0,First Owner,3198,197.0,10.91,Delhi
3762,Manual,Maruti,2020,577000.0,Petrol,5.0,19418.0,First Owner,1197,81.8,20.89,Delhi
3763,Automatic,Mercedes-Benz,2016,2550000.0,Petrol,5.0,72000.0,First Owner,1991,181.04,14.74,Delhi
3764,Automatic,Toyota,2018,894999.9999999999,Petrol,5.0,23000.0,First Owner,1496,105.94,17.8,Delhi
3765,Manual,Nissan,2012,250000.0,Petrol,5.0,50000.0,First Owner,1498,97.7,16.95,Delhi
3768,Manual,Hyundai,2020,650000.0,Petrol,5.0,42000.0,First Owner,1197,81.86,17.52,Delhi
3769,Automatic,Maruti,2023,1175000.0,Petrol,5.0,600.0,First Owner,1462,103.25,20.04,Delhi
3770,Manual,Chevrolet,2010,186000.0,Petrol,5.0,30000.0,Third Owner,1598,102.5,12.9,Delhi
3771,Manual,Nissan,2012,250000.0,Petrol,5.0,70000.0,First Owner,1498,97.7,16.95,Delhi
3772,Manual,Hyundai,2015,425000.0,Diesel,5.0,136288.0,First Owner,1396,88.73,22.54,Delhi
3773,Manual,Hyundai,2015,425000.0,Petrol,5.0,48000.0,First Owner,1197,82.0,18.9,Delhi
3774,Manual,Hyundai,2019,523000.00000000006,Petrol,5.0,49707.0,First Owner,1197,81.86,18.9,Delhi
3775,Manual,Honda,2012,240000.0,Petrol,5.0,59443.0,First Owner,1198,86.8,19.4,Delhi
3776,Manual,Maruti,2022,754000.0,CNG,5.0,30000.0,First Owner,1197,76.43,31.12,Delhi
3777,Automatic,Jeep,2017,1285000.0,Petrol,5.0,52000.0,First Owner,1368,160.0,16.0,Delhi
3778,Automatic,Mahindra,2019,1317000.0,Diesel,7.0,40398.0,First Owner,2179,152.87,15.1,Delhi
3779,Manual,Jeep,2019,1465000.0,Petrol,5.0,50000.0,First Owner,1368,160.0,16.0,Delhi
3780,Manual,Hyundai,2017,491000.0,Petrol,5.0,84181.0,Second Owner,1197,81.83,18.6,Delhi
3781,Manual,Mahindra,2018,550000.0,Petrol,6.0,10000.0,First Owner,1198,82.0,18.15,Delhi
3782,Manual,Maruti,2018,618000.0,Diesel,5.0,66434.0,First Owner,1248,74.0,28.4,Delhi
3783,Automatic,Ford,2018,775000.0,Petrol,5.0,40000.0,First Owner,1497,121.36,14.8,Delhi
3784,Manual,Maruti,2007,80000.0,Petrol,5.0,100000.0,First Owner,1061,67.0,18.9,Delhi
