transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
Manual,Honda City,2009,₹ 1.79 Lakh,Petrol,5 Seats,"80,000 Kms",Third Owner,1497 CC,"118PS at 6,600 rpm",17 kmpl,Delhi
Manual,Maruti Baleno,2017,₹ 5.01 Lakh,Petrol,5 Seats,"66,462 Kms",Second Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Mahindra XUV500,2013,₹ 5.75 Lakh,Diesel,7 Seats,"70,000 Kms",First Owner,2179 CC,140bhp,15.1 kmpl,Delhi
Manual,Maruti Baleno,2017,₹ 4.95 Lakh,Petrol,5 Seats,"52,444 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Tata Safari Storme,2014,₹ 5 Lakh,Diesel,7 Seats,"60,000 Kms",First Owner,2179 CC,138.1bhp,14 kmpl,Delhi
Automatic,MG Hector,2019,₹ 15 Lakh,Petrol,5 Seats,"40,000 Kms",Second Owner,1451 CC,141bhp,13.96 kmpl,Delhi
Manual,Hyundai Grand i10 Nios,2022,₹ 7.25 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1197 CC,81.86bhp,20.7 kmpl,Delhi
Manual,Toyota Urban cruiser,2022,₹ 10.30 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1462 CC,103.26bhp,17.03 kmpl,Delhi
Manual,Maruti Ciaz,2017,₹ 6.50 Lakh,Diesel,5 Seats,"70,000 Kms",First Owner,1248 CC,88.5bhp,28.09 kmpl,Delhi
Automatic,Hyundai Grand i10,2014,₹ 4.50 Lakh,Petrol,5 Seats,"14,000 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Delhi
Manual,Ford Ecosport,2019,₹ 6.89 Lakh,Diesel,5 Seats,"39,500 Kms",First Owner,1498 CC,98.96bhp,21.7 kmpl,Delhi
Manual,Skoda Octavia,2018,₹ 12.50 Lakh,Petrol,5 Seats,"64,213 Kms",First Owner,1395 CC,148bhp,16.7 kmpl,Delhi
Manual,Maruti Alto 800,2021,₹ 3.10 Lakh,Petrol,5 Seats,"20,000 Kms",Second Owner,796 CC,47.33bhp,22.05 kmpl,Delhi
Manual,Kia Seltos,2019,₹ 12 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,1353 CC,138.08bhp,16.5 kmpl,Delhi
Manual,Isuzu D-Max,2018,₹ 12.80 Lakh,Diesel,5 Seats,"1,20,000 Kms",First Owner,2499 CC,134bhp,12.4 kmpl,Delhi
Manual,Hyundai Grand i10,2017,₹ 4.52 Lakh,Petrol,5 Seats,"48,768 Kms",Second Owner,1197 CC,81.86bhp,18.9 kmpl,Delhi
Manual,Maruti Celerio,2020,₹ 4.04 Lakh,Petrol,5 Seats,"91,970 Kms",Second Owner,998 CC,65.71bhp,25.24 kmpl,Delhi
Automatic,Kia Seltos,2023,₹ 20.25 Lakh,Petrol,5 Seats,"7,100 Kms",First Owner,1482 CC,157.81bhp,17.9 kmpl,Delhi
Manual,Maruti Baleno,2016,₹ 4.73 Lakh,Petrol,5 Seats,"34,936 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Honda Jazz,2011,₹ 2.52 Lakh,Petrol,5 Seats,"64,071 Kms",Third Owner,1198 CC,88.8bhp,16.7 kmpl,Delhi
Manual,Honda WR-V,2022,₹ 9.50 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1199 CC,88.50bhp,16.5 kmpl,Delhi
Automatic,Maruti Baleno,2018,₹ 6.33 Lakh,Petrol,5 Seats,"60,443 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Automatic,Honda City,2017,₹ 8.75 Lakh,Petrol,5 Seats,"56,000 Kms",First Owner,1497 CC,117.3bhp,18 kmpl,Delhi
Manual,Maruti Swift,2015,₹ 4.13 Lakh,Petrol,5 Seats,"10,056 Kms",Second Owner,1197 CC,88.50bhp,22.38 kmpl,Delhi
Manual,Honda City,2020,₹ 11 Lakh,Petrol,5 Seats,"13,000 Kms",First Owner,1497 CC,117.6bhp,17.4 kmpl,Delhi
Manual,Hyundai Creta,2020,₹ 12.50 Lakh,Diesel,5 Seats,"80,000 Kms",First Owner,1493 CC,113.98bhp,,Delhi
Automatic,Land Rover Range Rover Evoque,2019,₹ 41.50 Lakh,Diesel,5 Seats,"53,000 Kms",First Owner,1999 CC,177bhp,15.68 kmpl,Delhi
Manual,Maruti Grand Vitara,2012,₹ 6.50 Lakh,Petrol,5 Seats,"1,10,000 Kms",Second Owner,2393 CC,163.5bhp,10.4 kmpl,Delhi
Manual,Maruti Wagon R,2012,₹ 3 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,998 CC,67.1bhp,18.9 kmpl,Delhi
Automatic,Mercedes-Benz C-Class,2022,₹ 57 Lakh,Petrol,5 Seats,"22,000 Kms",First Owner,1496 CC,201.15bhp,16.9 kmpl,Delhi
Manual,Maruti Swift,2022,₹ 7.13 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1197 CC,88.50bhp,22.38 kmpl,Delhi
Automatic,Ford Ecosport,2015,₹ 5.15 Lakh,Petrol,5 Seats,"90,000 Kms",Second Owner,1499 CC,110.4bhp,15.63 kmpl,Delhi
Manual,Maruti Baleno,2020,₹ 6 Lakh,Petrol,5 Seats,"50,000 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Delhi
Automatic,Tata Harrier,2022,₹ 20.90 Lakh,Diesel,5 Seats,"22,000 Kms",First Owner,1956 CC,167.67bhp,14.6 kmpl,Delhi
Automatic,Maruti Ciaz,2016,₹ 6.90 Lakh,Petrol,5 Seats,"48,000 Kms",First Owner,1373 CC,91.1bhp,19.12 kmpl,Delhi
Manual,Maruti Baleno,2016,₹ 5.13 Lakh,Petrol,5 Seats,"35,467 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Automatic,Hyundai Verna,2017,₹ 8.50 Lakh,Petrol,5 Seats,"54,481 Kms",First Owner,1591 CC,121.3bhp,17 kmpl,Delhi
Manual,Maruti Brezza,2022,₹ 8.35 Lakh,Petrol,5 Seats,"24,000 Kms",First Owner,1462 CC,101.65bhp,20.15 kmpl,Delhi
Manual,Hyundai Grand i10,2017,₹ 4.39 Lakh,Petrol,5 Seats,"76,181 Kms",First Owner,1197 CC,81.86bhp,18.9 kmpl,Delhi
Manual,Maruti Baleno,2020,₹ 7.20 Lakh,Petrol,5 Seats,"23,842 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Delhi
Manual,Maruti Vitara Brezza,2022,₹ 9.42 Lakh,Petrol,5 Seats,"20,000 Kms",Second Owner,1462 CC,103.26bhp,17.03 kmpl,Delhi
Automatic,Honda City,2014,₹ 5.38 Lakh,Petrol,5 Seats,"94,407 Kms",First Owner,1497 CC,117.3bhp,18 kmpl,Delhi
Manual,Hyundai Accent,2009,₹ 1 Lakh,Petrol,5 Seats,"80,000 Kms",First Owner,1495 CC,93.7bhp,16.36 kmpl,Delhi
Manual,Maruti Baleno,2016,₹ 4.91 Lakh,Petrol,5 Seats,"1,24,245 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Automatic,Honda Amaze,2022,₹ 9.25 Lakh,Petrol,5 Seats,"5,100 Kms",First Owner,1199 CC,88.50bhp,18.3 kmpl,Delhi
Manual,Toyota Urban cruiser,2022,₹ 10.60 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1462 CC,103.26bhp,17.03 kmpl,Delhi
Manual,Toyota Fortuner,2012,₹ 9 Lakh,Diesel,7 Seats,"1,20,000 Kms",Second Owner,2982 CC,168.5bhp,13 kmpl,Delhi
Manual,Maruti Vitara Brezza,2018,₹ 6.70 Lakh,Diesel,5 Seats,"50,000 Kms",First Owner,1248 CC,88.5bhp,24.3 kmpl,Delhi
Manual,Ford Ecosport,2017,₹ 5 Lakh,Petrol,5 Seats,"89,698 Kms",First Owner,999 CC,123.37bhp,18.88 kmpl,Delhi
Automatic,Audi A4,2014,₹ 12.50 Lakh,Diesel,5 Seats,"18,000 Kms",Second Owner,1968 CC,147.51bhp,16.55 kmpl,Delhi
Manual,Maruti Swift,2009,₹ 1.10 Lakh,Petrol,5 Seats,"1,00,000 Kms",Third Owner,1298 CC,88.2,16.1 kmpl,Delhi
Manual,Hyundai Santro Xing,2010,₹ 1.50 Lakh,Petrol,5 Seats,"60,000 Kms",Second Owner,1086 CC,62.1bhp,17.92 kmpl,Delhi
Automatic,Ford Endeavour,2019,₹ 32 Lakh,Diesel,7 Seats,"30,000 Kms",Second Owner,3198 CC,197bhp,10.91 kmpl,Delhi
Manual,Hyundai i10,2014,₹ 2.40 Lakh,LPG,5 Seats,"30,000 Kms",First Owner,1086 CC,68.1bhp,19 kmpl,Delhi
Manual,Honda City,2014,₹ 4.60 Lakh,Petrol,5 Seats,"1,00,000 Kms",Third Owner,1497 CC,117.3bhp,17.4 kmpl,Delhi
Manual,Hyundai Grand i10,2016,₹ 4.11 Lakh,Petrol,5 Seats,"58,193 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Delhi
Manual,Maruti Baleno,2017,₹ 4.81 Lakh,Petrol,5 Seats,"68,621 Kms",Second Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Honda WR-V,2017,₹ 6.70 Lakh,Petrol,5 Seats,"50,000 Kms",First Owner,1199 CC,88.7bhp,17.5 kmpl,Delhi
Manual,Maruti Baleno,2020,₹ 7.24 Lakh,Petrol,5 Seats,"23,399 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Delhi
Manual,Hyundai i20 Active,2017,₹ 5.46 Lakh,Petrol,5 Seats,"60,915 Kms",First Owner,1197 CC,81.86bhp,17.19 kmpl,Delhi
Manual,Maruti Ertiga,2018,₹ 7.99 Lakh,CNG,7 Seats,"44,000 Kms",First Owner,1373 CC,80.46bhp,17.5 kmpl,Delhi
Manual,Volkswagen Polo,2013,₹ 2.78 Lakh,Petrol,5 Seats,"1,01,297 Kms",First Owner,1198 CC,73.9bhp,16.47 kmpl,Delhi
Automatic,Honda City,2023,₹ 15.75 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1498 CC,119.35bhp,18.4 kmpl,Delhi
Manual,Honda Brio,2013,₹ 2.61 Lakh,Petrol,5 Seats,"73,883 Kms",First Owner,1198 CC,86.8bhp,19.4 kmpl,Delhi
Manual,Tata Safari Storme,2014,₹ 4.15 Lakh,Diesel,7 Seats,"75,000 Kms",First Owner,2179 CC,138.1bhp,14 kmpl,Delhi
Manual,Mahindra KUV 100 NXT,2018,₹ 3.99 Lakh,Diesel,5 Seats,"69,000 Kms",First Owner,1198 CC,77bhp,25.32 kmpl,Delhi
Automatic,Hyundai i10,2011,₹ 2.20 Lakh,Petrol,5 Seats,"58,632 Kms",First Owner,1197 CC,78.9bhp,16.95 kmpl,Delhi
Automatic,Honda Civic,2011,₹ 3.30 Lakh,Petrol,5 Seats,"41,352 Kms",First Owner,1799 CC,130.3bhp,13.9 kmpl,Delhi
Manual,Maruti Swift Dzire,2015,₹ 4.35 Lakh,Petrol,5 Seats,"37,000 Kms",First Owner,1197 CC,85.8bhp,19.1 kmpl,Delhi
Automatic,MG Hector,2021,₹ 17.50 Lakh,Petrol,5 Seats,"20,100 Kms",First Owner,1451 CC,141bhp,,Delhi
Automatic,Mahindra XUV500,2019,₹ 14.75 Lakh,Diesel,7 Seats,"50,000 Kms",First Owner,2179 CC,152.87bhp,15.1 kmpl,Delhi
Manual,Maruti Ignis,2018,₹ 4.50 Lakh,Petrol,5 Seats,"90,000 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Delhi
Automatic,Mercedes-Benz C-Class,2020,₹ 44 Lakh,Petrol,5 Seats,"7,800 Kms",First Owner,1950 CC,201.15bhp,11.9 kmpl,Delhi
Manual,Maruti Swift Dzire,2016,₹ 3.80 Lakh,Diesel,5 Seats,"1,20,000 Kms",First Owner,1248 CC,74bhp,26.59 kmpl,Delhi
Manual,Hyundai Santro Xing,2010,"₹ 95,000 ",CNG,5 Seats,"1,20,000 Kms",First Owner,1086 CC,,17 kmpl,Delhi
Manual,Maruti Baleno,2020,₹ 6.75 Lakh,Petrol,5 Seats,"59,014 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Delhi
Automatic,Honda Brio,2017,₹ 5.27 Lakh,Petrol,5 Seats,"43,148 Kms",First Owner,1198 CC,86.8bhp,16.5 kmpl,Delhi
Automatic,Ford Endeavour,2019,₹ 29.90 Lakh,Diesel,7 Seats,"79,000 Kms",First Owner,2198 CC,158bhp,12.62 kmpl,Delhi
Manual,Maruti Swift Dzire,2015,₹ 3.80 Lakh,Petrol,5 Seats,"89,352 Kms",First Owner,1197 CC,88.50bhp,22.41 kmpl,Delhi
Manual,Tata Tigor,2021,₹ 6.89 Lakh,Petrol,5 Seats,"38,511 Kms",First Owner,1199 CC,84.82bhp,19.28 kmpl,Delhi
Automatic,Mercedes-Benz M-Class,2015,₹ 24 Lakh,Diesel,5 Seats,"54,000 Kms",First Owner,2143 CC,203.2bhp,15.26 kmpl,Delhi
Manual,Maruti Baleno,2016,₹ 4.74 Lakh,Petrol,5 Seats,"66,584 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Automatic,Ford Endeavour,2017,₹ 25.50 Lakh,Diesel,7 Seats,"48,000 Kms",First Owner,3198 CC,197bhp,10.91 kmpl,Delhi
Manual,Maruti Ignis,2020,₹ 5.77 Lakh,Petrol,5 Seats,"19,418 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Delhi
Automatic,Mercedes-Benz C-Class,2016,₹ 25.50 Lakh,Petrol,5 Seats,"72,000 Kms",First Owner,1991 CC,181.04bhp,14.74 kmpl,Delhi
Automatic,Toyota Yaris,2018,₹ 8.95 Lakh,Petrol,5 Seats,"23,000 Kms",First Owner,1496 CC,105.94bhp,17.8 kmpl,Delhi
Manual,Nissan Sunny,2012,₹ 2.50 Lakh,Petrol,5 Seats,"50,000 Kms",First Owner,1498 CC,97.7bhp,16.95 kmpl,Delhi
Manual,Kia Sonet,2022,₹ 10.25 Lakh,Diesel,5 Seats,"20,000 Kms",First Owner,1493 CC,98.63bhp,,Delhi
Manual,Honda City,2021,₹ 9 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1497 CC,117.60bhp,17.4 kmpl,Delhi
Manual,Hyundai Venue,2020,₹ 6.50 Lakh,Petrol,5 Seats,"42,000 Kms",First Owner,1197 CC,81.86bhp,17.52 kmpl,Delhi
Automatic,Maruti Ciaz,2023,₹ 11.75 Lakh,Petrol,5 Seats,600 Kms,First Owner,1462 CC,103.25bhp,20.04 kmpl,Delhi
Manual,Chevrolet Optra,2010,₹ 1.86 Lakh,Petrol,5 Seats,"30,000 Kms",Third Owner,1598 CC,102.5bhp,12.9 kmpl,Delhi
Manual,Nissan Sunny,2012,₹ 2.50 Lakh,Petrol,5 Seats,"70,000 Kms",First Owner,1498 CC,97.7bhp,16.95 kmpl,Delhi
Manual,Hyundai i20,2015,₹ 4.25 Lakh,Diesel,5 Seats,"1,36,288 Kms",First Owner,1396 CC,88.73bhp,22.54 kmpl,Delhi
Manual,Hyundai Grand i10,2015,₹ 4.25 Lakh,Petrol,5 Seats,"48,000 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Delhi
Manual,Hyundai Grand i10,2019,₹ 5.23 Lakh,Petrol,5 Seats,"49,707 Kms",First Owner,1197 CC,81.86bhp,18.9 kmpl,Delhi
Manual,Honda Brio,2012,₹ 2.40 Lakh,Petrol,5 Seats,"59,443 Kms",First Owner,1198 CC,86.8bhp,19.4 kmpl,Delhi
Manual,Maruti Swift Dzire Tour,2022,₹ 7.54 Lakh,CNG,5 Seats,"30,000 Kms",First Owner,1197 CC,76.43bhp,31.12 km/kg,Delhi
Automatic,Jeep Compass,2017,₹ 12.85 Lakh,Petrol,5 Seats,"52,000 Kms",First Owner,1368 CC,160bhp,16 kmpl,Delhi
Automatic,Mahindra XUV500,2019,₹ 13.17 Lakh,Diesel,7 Seats,"40,398 Kms",First Owner,2179 CC,152.87bhp,15.1 kmpl,Delhi
Manual,Jeep Compass,2019,₹ 14.65 Lakh,Petrol,5 Seats,"50,000 Kms",First Owner,1368 CC,160bhp,16 kmpl,Delhi
Manual,Hyundai i20,2017,₹ 4.91 Lakh,Petrol,5 Seats,"84,181 Kms",Second Owner,1197 CC,81.83bhp,18.6 kmpl,Delhi
Manual,Mahindra KUV 100 NXT,2018,₹ 5.50 Lakh,Petrol,6 Seats,"10,000 Kms",First Owner,1198 CC,82bhp,18.15 kmpl,Delhi
Manual,Maruti Swift,2018,₹ 6.18 Lakh,Diesel,5 Seats,"66,434 Kms",First Owner,1248 CC,74bhp,28.4 kmpl,Delhi
Automatic,Ford Ecosport,2018,₹ 7.75 Lakh,Petrol,5 Seats,"40,000 Kms",First Owner,1497 CC,121.36bhp,14.8 kmpl,Delhi
Manual,Maruti Wagon R,2007,"₹ 80,000 ",Petrol,5 Seats,"1,00,000 Kms",First Owner,1061 CC,67bhp,18.9 kmpl,Delhi
Automatic,Ford Ecosport,2018,₹ 7.75 Lakh,Petrol,5 Seats,"40,000 Kms",First Owner,1497 CC,121.36bhp,14.8 kmpl,Delhi
Manual,Tata Safari Storme,2013,₹ 4 Lakh,Diesel,7 Seats,"1,00,000 Kms",First Owner,2179 CC,138.1bhp,14 kmpl,Delhi
Automatic,Toyota Fortuner,2018,₹ 33.50 Lakh,Diesel,7 Seats,"51,800 Kms",First Owner,2755 CC,174.5bhp,15.04 kmpl,Delhi
Manual,Honda Civic,2010,₹ 2 Lakh,Petrol,5 Seats,"1,00,000 Kms",Fifth Owner,1799 CC,130.2bhp,14.8 kmpl,Delhi
Manual,Honda Civic,2010,₹ 2 Lakh,Petrol,5 Seats,"1,00,000 Kms",Fifth Owner,1799 CC,130.2bhp,14.8 kmpl,Delhi
Manual,Hyundai i20,2019,₹ 5.10 Lakh,Petrol,5 Seats,"70,000 Kms",Second Owner,1197 CC,81.86bhp,18.6 kmpl,Delhi
Automatic,Audi Q3,2013,₹ 8.70 Lakh,Diesel,5 Seats,"87,000 Kms",First Owner,1968 CC,174.33bhp,15.73 kmpl,Delhi
Manual,Maruti XL6,2021,₹ 11 Lakh,Petrol,6 Seats,"7,000 Kms",First Owner,1462 CC,103.2bhp,19.01 kmpl,Delhi
Automatic,Maruti Ignis,2017,₹ 4.45 Lakh,Diesel,5 Seats,"60,000 Kms",Second Owner,1248 CC,74bhp,26.8 kmpl,Delhi
Automatic,Ford Ecosport,2015,₹ 5.47 Lakh,Petrol,5 Seats,"88,710 Kms",First Owner,1499 CC,110bhp,16.5 kmpl,Delhi
Manual,Maruti Baleno,2019,₹ 6.26 Lakh,Petrol,5 Seats,"47,644 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Mahindra XUV500,2017,₹ 12 Lakh,Diesel,7 Seats,"40,000 Kms",First Owner,2179 CC,140bhp,16 kmpl,Delhi
Manual,Maruti Baleno,2016,₹ 4.45 Lakh,Petrol,5 Seats,"1,00,505 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Hyundai i20,2015,₹ 4.58 Lakh,Petrol,5 Seats,"1,06,648 Kms",First Owner,1197 CC,81.83bhp,18.6 kmpl,Delhi
Manual,Hyundai Santro Xing,2014,₹ 2.05 Lakh,CNG,5 Seats,"60,000 Kms",Second Owner,1086 CC,62.1bhp,11.88 kmpl,Delhi
Manual,Maruti Wagon R,2019,₹ 5.07 Lakh,CNG,5 Seats,"53,481 Kms",First Owner,998 CC,67.04bhp,33.54 kmpl,Delhi
Manual,Maruti Wagon R,2012,₹ 2.40 Lakh,Petrol,5 Seats,"40,000 Kms",Second Owner,998 CC,67.1bhp,18.9 kmpl,Delhi
Manual,Maruti Baleno,2019,₹ 7.13 Lakh,Petrol,5 Seats,"25,050 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Mahindra XUV500,2016,₹ 8.90 Lakh,Diesel,7 Seats,"77,000 Kms",First Owner,1997 CC,140bhp,16 kmpl,Delhi
Manual,Maruti Swift,2006,₹ 1.35 Lakh,Petrol,5 Seats,"1,20,000 Kms",Fourth Owner,1298 CC,88.2,16.1 kmpl,Delhi
Manual,Honda Amaze,2014,₹ 3.90 Lakh,Petrol,5 Seats,"58,000 Kms",First Owner,1198 CC,86.7bhp,18 kmpl,Delhi
Manual,Honda City,2014,₹ 5.75 Lakh,Petrol,5 Seats,"96,000 Kms",First Owner,1497 CC,117.3bhp,17.8 kmpl,Delhi
Manual,Maruti Celerio,2019,₹ 4 Lakh,CNG,5 Seats,"51,000 Kms",First Owner,998 CC,58.33bhp,31.79 kmpl,Delhi
Manual,Honda Jazz,2015,₹ 3.50 Lakh,Diesel,5 Seats,"70,000 Kms",First Owner,1498 CC,98.6bhp,27.3 kmpl,Delhi
Automatic,Hyundai Alcazar,2022,₹ 20.50 Lakh,Diesel,7 Seats,"27,000 Kms",First Owner,1498 CC,113.42bhp,18.1 kmpl,Delhi
Manual,Tata Nexon,2020,₹ 8.25 Lakh,Petrol,5 Seats,"32,456 Kms",First Owner,1199 CC,118.35bhp,17.33 kmpl,Delhi
Automatic,Mahindra Thar,2021,₹ 16.50 Lakh,Diesel,4 Seats,"15,000 Kms",First Owner,2184 CC,130bhp,,Delhi
Manual,Hyundai Verna,2021,₹ 9.50 Lakh,Petrol,5 Seats,"34,940 Kms",First Owner,1497 CC,113.18bhp,17.7 kmpl,Delhi
Manual,Hyundai Verna,2016,₹ 5 Lakh,Diesel,5 Seats,"70,000 Kms",Third Owner,1582 CC,126.2bhp,23.9 kmpl,Delhi
Manual,Maruti Baleno,2019,₹ 6.08 Lakh,Petrol,5 Seats,"73,679 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Hyundai Grand i10,2017,₹ 4.23 Lakh,Petrol,5 Seats,"32,722 Kms",Second Owner,1197 CC,81.86bhp,18.9 kmpl,Delhi
Automatic,Volkswagen Polo,2018,₹ 8 Lakh,Petrol,5 Seats,"70,000 Kms",Second Owner,1197 CC,103.5bhp,17.21 kmpl,Delhi
Manual,Hyundai Verna,2019,₹ 9.22 Lakh,Petrol,5 Seats,"59,059 Kms",First Owner,1591 CC,121.3bhp,17 kmpl,Delhi
Manual,Hyundai Grand i10,2017,₹ 4.33 Lakh,Petrol,5 Seats,"34,332 Kms",Second Owner,1197 CC,81.86bhp,18.9 kmpl,Delhi
Manual,Ford Ecosport,2018,₹ 5.25 Lakh,Diesel,5 Seats,"72,194 Kms",First Owner,1498 CC,98.96bhp,21.7 kmpl,Delhi
Manual,Maruti Baleno,2017,₹ 5.26 Lakh,Petrol,5 Seats,"56,740 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Delhi
Manual,Mahindra TUV 300,2019,₹ 6.55 Lakh,Diesel,7 Seats,"72,490 Kms",First Owner,1493 CC,100bhp,18.49 kmpl,Delhi
Manual,Hyundai Grand i10,2018,₹ 4.59 Lakh,Petrol,5 Seats,"35,828 Kms",First Owner,1197 CC,81.86bhp,18.9 kmpl,Delhi
Automatic,Audi Q3,2015,₹ 14.50 Lakh,Diesel,5 Seats,"57,088 Kms",First Owner,1968 CC,174.33bhp,15.73 kmpl,Delhi
Automatic,Toyota Yaris,2020,₹ 8.65 Lakh,Petrol,5 Seats,"70,382 Kms",First Owner,1496 CC,105.5bhp,17.8 kmpl,Delhi
Manual,Maruti Ignis,2022,₹ 5.50 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Delhi
Automatic,Hyundai Verna,2018,₹ 11.25 Lakh,Diesel,5 Seats,"17,000 Kms",First Owner,1582 CC,126.2bhp,22 kmpl,Delhi
Automatic,MG Hector,2020,₹ 15 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1451 CC,141bhp,13.96 kmpl,Delhi
Manual,Honda Jazz,2012,₹ 2.61 Lakh,Petrol,5 Seats,"70,000 Kms",First Owner,1198 CC,88.8bhp,16.7 kmpl,Delhi
Automatic,Maruti Ertiga,2019,₹ 9.50 Lakh,Petrol,7 Seats,"65,202 Kms",First Owner,1462 CC,103bhp,18.69 kmpl,Delhi
Manual,Maruti Ertiga,2013,₹ 4.85 Lakh,Petrol,7 Seats,"72,000 Kms",First Owner,1373 CC,93.7bhp,16.02 kmpl,Delhi
Manual,Maruti Wagon R,2021,₹ 5.10 Lakh,CNG,5 Seats,"45,313 Kms",First Owner,998 CC,58.33bhp,32.52 kmpl,Delhi
Automatic,Mercedes-Benz C-Class,2015,₹ 25 Lakh,Diesel,5 Seats,"40,000 Kms",First Owner,2143 CC,170bhp,19.27 kmpl,Delhi
Manual,Mahindra XUV500,2014,₹ 6.64 Lakh,Diesel,7 Seats,"1,20,000 Kms",First Owner,2179 CC,140bhp,15.1 kmpl,Delhi
Manual,Maruti Ritz,2014,₹ 2.84 Lakh,Petrol,5 Seats,"54,235 Kms",Second Owner,1197 CC,85.80bhp,18.5 kmpl,Delhi
Automatic,Maruti Ignis,2018,₹ 5.20 Lakh,Petrol,5 Seats,"52,777 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Delhi
Manual,Hyundai i20,2018,₹ 5.90 Lakh,Petrol,5 Seats,"26,000 Kms",First Owner,1197 CC,81.83bhp,18.6 kmpl,Delhi
Manual,Skoda Rapid,2018,₹ 6.55 Lakh,Petrol,5 Seats,"77,937 Kms",First Owner,1598 CC,103.2bhp,15.41 kmpl,Delhi
Manual,Tata Tigor,2021,₹ 6.99 Lakh,Petrol,5 Seats,"40,663 Kms",First Owner,1199 CC,84.82bhp,19.28 kmpl,Delhi
Manual,Hyundai Grand i10,2015,₹ 3.95 Lakh,Petrol,5 Seats,"40,000 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Delhi
Manual,Toyota Etios,2011,₹ 2.17 Lakh,Petrol,5 Seats,"1,15,500 Kms",First Owner,1496 CC,88.7bhp,17.6 kmpl,Delhi
Automatic,Skoda Superb,2015,₹ 9.40 Lakh,Petrol,5 Seats,"67,000 Kms",First Owner,1798 CC,157.75bhp,13.7 kmpl,Delhi
Manual,Hyundai Creta,2016,₹ 8.87 Lakh,Petrol,5 Seats,"16,312 Kms",First Owner,1591 CC,121.3bhp,13 kmpl,Delhi
Manual,Maruti Swift Dzire,2016,₹ 4.80 Lakh,Petrol,5 Seats,"60,000 Kms",Second Owner,1197 CC,83.14bhp,20.85 kmpl,Delhi
Manual,Honda Mobilio,2014,₹ 4.25 Lakh,Petrol,7 Seats,"90,000 Kms",First Owner,1497 CC,117.3bhp,17.3 kmpl,Delhi
Manual,Hyundai Grand i10,2018,₹ 4.95 Lakh,CNG,5 Seats,"67,000 Kms",First Owner,1197 CC,65.39bhp,18.9 km/kg,Delhi
Manual,Maruti Ciaz,2015,₹ 5.50 Lakh,Petrol,5 Seats,"80,000 Kms",Second Owner,1373 CC,91.1bhp,20.73 kmpl,Delhi
Manual,Hyundai i10,2011,₹ 1.37 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,1086 CC,68.05bhp,19.81 kmpl,Delhi
Automatic,Honda City,2015,₹ 5.65 Lakh,Petrol,5 Seats,"34,253 Kms",First Owner,1497 CC,117.3bhp,18 kmpl,Delhi
Automatic,Kia Seltos,2019,₹ 12.90 Lakh,Petrol,5 Seats,"27,000 Kms",First Owner,1497 CC,113.42bhp,16.8 kmpl,Delhi
Automatic,Maruti Celerio,2017,₹ 3.55 Lakh,Petrol,5 Seats,"64,000 Kms",Second Owner,998 CC,67.04bhp,23.1 kmpl,Delhi
